-0.021,-0.153,-0.017,0.104,0.071,0.070,0.095,-0.025,0.031,-0.149,-0.056,0.058,-0.141,0.026,0.005,-0.229,-0.117,0.006,-0.251,0.059,-0.027,-0.100,-0.203,-1.621,0.389,0.404,1.993,-0.303,0.067,0.032,0.270,0.129,0.353,0.117,0.180,0.104,-0.443,-0.141,0.344,-0.191,-0.020,0.004,0.208,0.449,-0.160,-0.368,0.056,-0.349,0.251,0.118,0.235,-0.026,0.049,-0.148,-0.058,-0.138,-0.131,-0.132,-0.120,-0.006
-0.008,-0.001,-0.257,0.274,0.012,0.084,0.062,0.092,0.029,0.051,-0.025,-0.271,-0.053,-0.090,-0.142,-0.132,-0.025,-0.035,-0.210,-0.141,0.096,-0.069,-0.013,-0.124,-0.205,-0.017,-0.190,-0.076,-0.154,-0.094,0.014,-0.225,-0.017,-0.040,-3.223,0.360,0.210,0.904,-0.008,2.469,0.881,0.557,0.019,0.095,0.192,0.438,-0.621,-0.502,-0.958,-0.737,0.149,-0.180,-0.678,0.286,-0.199,0.543,-0.074,0.042,-0.351,0.077
-0.034,-0.032,0.070,0.123,-0.105,-0.059,-0.037,-0.009,0.080,0.068,-0.190,0.056,-0.116,0.099,-0.191,-0.067,-0.077,0.098,0.029,-0.031,0.052,0.103,-0.275,-0.204,0.049,-0.078,-0.026,0.041,-0.250,0.203,-0.115,-0.037,0.068,0.007,-0.180,-0.162,-0.927,-0.305,0.799,0.092,-0.063,-0.157,-0.040,-0.042,-0.132,-0.018,-0.549,1.127,-0.011,0.140,0.290,-0.059,0.442,0.075,-0.013,0.124,-0.021,-0.282,-0.204,0.016
-0.018,-0.019,-0.170,0.287,0.108,0.079,-0.006,0.071,0.066,-0.131,0.021,0.146,0.002,-0.083,-0.015,-0.201,-0.115,-0.118,-0.233,-0.051,-0.096,-0.112,0.046,-0.158,-0.062,-0.558,-0.105,1.431,0.074,-0.083,-0.053,0.016,-0.094,-0.846,-0.361,-0.352,-0.627,0.702,-0.021,0.293,-0.099,0.260,0.220,0.043,-0.028,-0.287,0.093,0.051,-0.064,-0.093,-0.120,-0.069,-0.051,-0.166,-0.225,-0.092,0.042,-0.064,-0.030,0.056
-0.026,-0.179,-0.250,0.124,0.104,0.016,-0.052,-0.027,-0.033,-0.010,0.031,-0.138,0.006,-0.079,-0.058,-0.017,0.100,-0.062,0.093,-0.129,0.025,-0.198,-0.067,-0.098,-0.092,0.036,-0.019,-0.098,0.151,-0.105,-0.167,-0.651,-0.148,0.168,0.057,-0.080,-0.102,-0.041,-0.215,0.213,-0.343,-0.383,-0.574,-0.296,-0.272,0.126,0.214,0.161,0.029,-0.090,-0.076,-0.253,-0.017,-0.099,-0.074,0.115,0.060,-0.170,0.109,-0.217
-0.023,0.061,0.069,0.238,0.136,-0.063,-0.082,0.153,0.123,-0.044,-0.034,-0.001,-0.169,-0.008,0.013,-0.079,-0.066,-0.015,-0.151,0.037,-0.110,0.010,-0.792,0.527,0.107,0.060,0.061,-0.123,0.077,-0.016,-0.908,-0.545,0.615,-0.071,0.022,0.049,-0.088,-0.148,0.324,-0.066,-0.033,-0.120,-0.232,0.019,-0.185,0.011,-0.153,-0.182,0.020,-0.090,-0.163,-0.174,-0.051,-0.078,-0.276,-0.004,-0.120,0.118,-0.055,-0.052
-0.027,0.034,0.038,0.207,0.065,-0.077,-0.035,-0.030,-0.027,-0.095,-0.012,-0.048,-0.191,-0.060,-0.223,-0.046,0.045,0.156,0.089,0.063,-0.109,0.130,-0.885,-0.402,0.151,0.122,-0.056,-0.001,0.057,0.037,-0.156,-1.503,-0.112,-0.124,-0.462,0.075,-0.079,-0.196,-0.033,0.167,0.009,0.138,-0.161,-0.396,-0.019,0.051,-0.098,-0.151,-0.076,0.066,-0.076,-0.171,-0.227,0.015,0.093,-0.119,-0.171,-0.209,-0.032,0.088
-0.044,-0.035,0.003,0.150,0.151,0.212,-0.031,-0.188,0.045,-0.017,0.046,-0.066,-0.173,-0.127,-0.050,-0.181,-0.249,-0.077,-0.216,0.044,0.115,-0.094,-0.067,-0.211,-0.093,0.043,-0.258,0.043,-0.580,-0.191,0.889,-0.083,0.072,0.025,0.023,-0.020,-1.003,-0.265,-0.216,-0.189,-0.214,-0.125,-0.034,0.028,0.229,0.125,0.322,-0.126,-0.175,-0.246,0.246,-0.081,-0.258,0.219,-0.160,0.098,-0.360,0.015,-0.127,-0.128
-0.041,-0.020,0.087,0.012,-0.024,-0.057,-0.027,0.089,0.016,0.018,-0.098,-0.097,-0.115,0.024,-0.215,-0.112,-0.081,0.047,-0.003,-0.099,0.009,0.092,-0.096,0.006,0.025,-0.180,-1.013,0.008,0.359,-0.067,0.256,0.044,-0.040,-0.086,-0.525,-0.357,-0.282,-0.385,-0.079,0.163,-0.099,-0.120,-0.065,-0.165,0.012,-0.209,-0.270,0.115,-0.050,0.101,0.044,-0.047,0.067,-0.037,-0.041,-0.167,0.158,0.035,-0.175,0.011
-0.031,0.011,0.079,0.115,0.021,0.094,0.044,-0.058,-0.087,-0.174,-0.150,-0.017,-0.023,-0.075,-0.116,-0.387,0.153,-0.223,0.021,-0.181,0.120,-0.158,0.052,0.151,0.041,0.022,-0.254,-0.302,-0.926,-0.242,-0.032,0.736,0.198,0.366,0.243,0.654,0.364,-0.589,-0.981,0.204,-0.235,-0.171,-0.153,0.116,0.235,-0.039,0.040,-0.019,-0.002,-0.020,0.031,-0.484,0.116,-0.333,0.132,-0.315,0.035,0.151,-0.112,0.261
